Collection in Repository,Collection Number,Location in Collection,Object,Container Type,MastersName,Usage Rights,Date created,Date modified,Object number,AccessName,AccessFilePath,AccessFileSize,AccessSizeNum,MasterFilePath,MasterFileSize,MasterSizeNum
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.","Folder 79: Speeches, reports, and other writings, 1922, 1935-1949, 1974 and undated: Scan 17",folder,03823_0079_0017.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-02-01,2012-02-01,4977,5389.jp2,Content/03823/image/5389.jp2,6431288 Bytes,6431288,bucket\03823_nccic\03823_0079\03823_0079_0017.tif,15557978 Bytes,15557978
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.","Folder 85: Speeches, reports, and other writings, 1922, 1935-1949, 1974 and undated: Scan 8",folder,03823_0085_0008.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-02-01,2012-02-01,4978,5249.jp2,Content/03823/image/5249.jp2,2242321 Bytes,2242321,bucket\03823_nccic\03823_0085\03823_0085_0008.tif,6761039 Bytes,6761039
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.",Folder 72: Miscellaneous printed material: Scan 210,folder,03823_0072_0210.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-02-01,2012-02-01,4979,4793.jp2,Content/03823/image/4793.jp2,3261742 Bytes,3261742,bucket\03823_nccic\03823_0072\03823_0072_0210.tif,9264718 Bytes,9264718
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.","Folder 84: Speeches, reports, and other writings, 1922, 1935-1949, 1974 and undated: Scan 41",folder,03823_0084_0041.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-02-01,2012-02-01,4980,4683.jp2,Content/03823/image/4683.jp2,5438050 Bytes,5438050,bucket\03823_nccic\03823_0084\03823_0084_0041.tif,14290996 Bytes,14290996
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.","Folder 73: Radio program material, 1946-1948 and undated: Scan 38",folder,03823_0073_0038.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-02-01,2012-02-01,4981,4775.jp2,Content/03823/image/4775.jp2,8196836 Bytes,8196836,bucket\03823_nccic\03823_0073\03823_0073_0038.tif,18663521 Bytes,18663521
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.","Folder 81: Speeches, reports, and other writings, 1922, 1935-1949, 1974 and undated: Scan 11",folder,03823_0081_0011.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-02-01,2012-02-01,4982,4892.jp2,Content/03823/image/4892.jp2,5414963 Bytes,5414963,bucket\03823_nccic\03823_0081\03823_0081_0011.tif,14270974 Bytes,14270974
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.","Folder 73: Radio program material, 1946-1948 and undated: Scan 41",folder,03823_0073_0041.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-02-01,2012-02-01,4983,4911.jp2,Content/03823/image/4911.jp2,13066913 Bytes,13066913,bucket\03823_nccic\03823_0073\03823_0073_0041.tif,23490131 Bytes,23490131
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.","Folder 73: Radio program material, 1946-1948 and undated: Scan 50",folder,03823_0073_0050.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-02-01,2012-02-01,4984,4752.jp2,Content/03823/image/4752.jp2,9554229 Bytes,9554229,bucket\03823_nccic\03823_0073\03823_0073_0050.tif,19918457 Bytes,19918457
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.","Folder 75: Speeches, reports, and other writings, 1922, 1935-1949, 1974 and undated: Scan 10",folder,03823_0075_0010.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-02-01,2012-02-01,4985,4864.jp2,Content/03823/image/4864.jp2,7126001 Bytes,7126001,bucket\03823_nccic\03823_0075\03823_0075_0010.tif,17530094 Bytes,17530094
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.","Folder 76: Speeches, reports, and other writings, 1922, 1935-1949, 1974 and undated: Scan 67",folder,03823_0076_0067.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-02-01,2012-02-01,4986,4757.jp2,Content/03823/image/4757.jp2,5408322 Bytes,5408322,bucket\03823_nccic\03823_0076\03823_0076_0067.tif,14369691 Bytes,14369691
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.",Folder 72: Miscellaneous printed material: Scan 119,folder,03823_0072_0119.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-02-01,2012-02-01,4987,5136.jp2,Content/03823/image/5136.jp2,4946043 Bytes,4946043,bucket\03823_nccic\03823_0072\03823_0072_0119.tif,10457880 Bytes,10457880
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.","Folder 85: Speeches, reports, and other writings, 1922, 1935-1949, 1974 and undated: Scan 15",folder,03823_0085_0015.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-02-01,2012-02-01,4988,4965.jp2,Content/03823/image/4965.jp2,5523105 Bytes,5523105,bucket\03823_nccic\03823_0085\03823_0085_0015.tif,14402375 Bytes,14402375
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.","Folder 81: Speeches, reports, and other writings, 1922, 1935-1949, 1974 and undated: Scan 3",folder,03823_0081_0003.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-02-01,2012-02-01,4989,4730.jp2,Content/03823/image/4730.jp2,6407936 Bytes,6407936,bucket\03823_nccic\03823_0081\03823_0081_0003.tif,15496487 Bytes,15496487
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.","Folder 80: Speeches, reports, and other writings, 1922, 1935-1949, 1974 and undated: Scan 12",folder,03823_0080_0012.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-02-01,2012-02-01,4990,5290.jp2,Content/03823/image/5290.jp2,4695527 Bytes,4695527,bucket\03823_nccic\03823_0080\03823_0080_0012.tif,17494131 Bytes,17494131
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.","Folder 82: Speeches, reports, and other writings, 1922, 1935-1949, 1974 and undated: Scan 24",folder,03823_0082_0024.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-02-01,2012-02-01,4991,5035.jp2,Content/03823/image/5035.jp2,5299932 Bytes,5299932,bucket\03823_nccic\03823_0082\03823_0082_0024.tif,14019757 Bytes,14019757
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.","Folder 75: Speeches, reports, and other writings, 1922, 1935-1949, 1974 and undated: Scan 15",folder,03823_0075_0015.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-02-01,2012-02-01,4992,4860.jp2,Content/03823/image/4860.jp2,10256587 Bytes,10256587,bucket\03823_nccic\03823_0075\03823_0075_0015.tif,20584491 Bytes,20584491
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.","Folder 73: Radio program material, 1946-1948 and undated: Scan 45",folder,03823_0073_0045.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-02-01,2012-02-01,4993,5511.jp2,Content/03823/image/5511.jp2,8411032 Bytes,8411032,bucket\03823_nccic\03823_0073\03823_0073_0045.tif,18867873 Bytes,18867873
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.","Folder 76: Speeches, reports, and other writings, 1922, 1935-1949, 1974 and undated: Scan 93",folder,03823_0076_0093.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-02-01,2012-02-01,4994,5158.jp2,Content/03823/image/5158.jp2,5568789 Bytes,5568789,bucket\03823_nccic\03823_0076\03823_0076_0093.tif,14591478 Bytes,14591478
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.","Folder 76: Speeches, reports, and other writings, 1922, 1935-1949, 1974 and undated: Scan 42",folder,03823_0076_0042.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-02-01,2012-02-01,4995,5544.jp2,Content/03823/image/5544.jp2,6324956 Bytes,6324956,bucket\03823_nccic\03823_0076\03823_0076_0042.tif,15813535 Bytes,15813535
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.","Folder 83: Speeches, reports, and other writings, 1922, 1935-1949, 1974 and undated: Scan 11",folder,03823_0083_0011.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-02-01,2012-02-01,4996,4896.jp2,Content/03823/image/4896.jp2,5688675 Bytes,5688675,bucket\03823_nccic\03823_0083\03823_0083_0011.tif,14798004 Bytes,14798004
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.","Folder 78: Speeches, reports, and other writings, 1922, 1935-1949, 1974 and undated: Scan 35",folder,03823_0078_0035.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-02-01,2012-02-01,4997,5275.jp2,Content/03823/image/5275.jp2,4818663 Bytes,4818663,bucket\03823_nccic\03823_0078\03823_0078_0035.tif,13490362 Bytes,13490362
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.",Folder 72: Miscellaneous printed material: Scan 202,folder,03823_0072_0202.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-02-01,2012-02-01,4998,5502.jp2,Content/03823/image/5502.jp2,3511011 Bytes,3511011,bucket\03823_nccic\03823_0072\03823_0072_0202.tif,8046963 Bytes,8046963
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.","Folder 80: Speeches, reports, and other writings, 1922, 1935-1949, 1974 and undated: Scan 3",folder,03823_0080_0003.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-02-01,2012-02-01,4999,4858.jp2,Content/03823/image/4858.jp2,5697284 Bytes,5697284,bucket\03823_nccic\03823_0080\03823_0080_0003.tif,19744820 Bytes,19744820
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.",Folder 72: Miscellaneous printed material: Scan 137,folder,03823_0072_0137.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-02-01,2012-02-01,5000,4849.jp2,Content/03823/image/4849.jp2,5280122 Bytes,5280122,bucket\03823_nccic\03823_0072\03823_0072_0137.tif,10834462 Bytes,10834462
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.","Folder 81: Speeches, reports, and other writings, 1922, 1935-1949, 1974 and undated: Scan 42",folder,03823_0081_0042.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-02-01,2012-02-01,5001,4959.jp2,Content/03823/image/4959.jp2,6585928 Bytes,6585928,bucket\03823_nccic\03823_0081\03823_0081_0042.tif,15803176 Bytes,15803176
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.","Folder 76: Speeches, reports, and other writings, 1922, 1935-1949, 1974 and undated: Scan 5",folder,03823_0076_0005.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-02-01,2012-02-01,5002,5019.jp2,Content/03823/image/5019.jp2,5190281 Bytes,5190281,bucket\03823_nccic\03823_0076\03823_0076_0005.tif,14095870 Bytes,14095870
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.","Folder 82: Speeches, reports, and other writings, 1922, 1935-1949, 1974 and undated: Scan 51",folder,03823_0082_0051.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-02-01,2012-02-01,5003,5121.jp2,Content/03823/image/5121.jp2,6005615 Bytes,6005615,bucket\03823_nccic\03823_0082\03823_0082_0051.tif,14950431 Bytes,14950431
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.","Folder 76: Speeches, reports, and other writings, 1922, 1935-1949, 1974 and undated: Scan 69",folder,03823_0076_0069.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-02-01,2012-02-01,5004,4698.jp2,Content/03823/image/4698.jp2,5323432 Bytes,5323432,bucket\03823_nccic\03823_0076\03823_0076_0069.tif,14292630 Bytes,14292630
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.","Folder 73: Radio program material, 1946-1948 and undated: Scan 19",folder,03823_0073_0019.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-02-01,2012-02-01,5005,5525.jp2,Content/03823/image/5525.jp2,8332293 Bytes,8332293,bucket\03823_nccic\03823_0073\03823_0073_0019.tif,18875983 Bytes,18875983
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.","Folder 78: Speeches, reports, and other writings, 1922, 1935-1949, 1974 and undated: Scan 56",folder,03823_0078_0056.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-02-01,2012-02-01,5006,5422.jp2,Content/03823/image/5422.jp2,4924367 Bytes,4924367,bucket\03823_nccic\03823_0078\03823_0078_0056.tif,13590728 Bytes,13590728
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.","Folder 86: Speeches, reports, and other writings, 1922, 1935-1949, 1974 and undated: Scan 36",folder,03823_0086_0036.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-02-01,2012-02-01,5007,5316.jp2,Content/03823/image/5316.jp2,5126020 Bytes,5126020,bucket\03823_nccic\03823_0086\03823_0086_0036.tif,13931015 Bytes,13931015
