Collection in Repository	Collection Number	Location in Collection	Object	Container Type	filename	Title	Alternative Title	Creator	Contributor	Creation Date	Date	Description	Subject (tgm)	Subject - Name	Subject - Topical	Subject - Geographic	Subject Topical Other	Coordinates	geonamesid	Digital Collection	Repository	Host	Usage Rights	Copyright Holder	Additional Display	Transcription	Caption	Notes	Title Note	Contributor Note	Sponsor	Related Resource	Author Chief Source	Publisher	Place of Publication	Cataloging Agency	Is Part Of	Has Part Of	Form	Resource Type	Medium	Condition	Language	Physical Description of Analog Original	Creator Nationality/Culture	Style/Period	Volume/Issue	Scale	Projection	Map Type	Map Details	Current Location	path	Local Identifier	Creator Identifier	Date created	Date modified	Object number	Object file name
North Carolina Commission on Interracial Cooperation Records, 1922-1949	03823	Series 3. Other Materials, 1922-1949.	Folder 71: Miscellaneous printed material: Scan 25	folder	03823_0071_0025.tif																		For copyright information or permissions questions, see our intellectual property statement 																																	2012-02-01	2012-02-01	3733	3752.jp2
North Carolina Commission on Interracial Cooperation Records, 1922-1949	03823	Series 3. Other Materials, 1922-1949.	Folder 70: Miscellaneous printed material: Scan 32	folder	03823_0070_0032.tif																		For copyright information or permissions questions, see our intellectual property statement 																																	2012-02-01	2012-02-01	3734	4192.jp2
North Carolina Commission on Interracial Cooperation Records, 1922-1949	03823	Series 3. Other Materials, 1922-1949.	Folder 66: Printed material: Southern Regional Council, 1945-1946 and undated: Scan 25	folder	03823_0066_0025.tif																		For copyright information or permissions questions, see our intellectual property statement 																																	2012-02-01	2012-02-01	3735	3623.jp2
North Carolina Commission on Interracial Cooperation Records, 1922-1949	03823	Series 3. Other Materials, 1922-1949.	Folder 72: Miscellaneous printed material: Scan 47	folder	03823_0072_0047.tif																		For copyright information or permissions questions, see our intellectual property statement 																																	2012-02-01	2012-02-01	3736	3620.jp2
North Carolina Commission on Interracial Cooperation Records, 1922-1949	03823	Series 3. Other Materials, 1922-1949.	Folder 70: Miscellaneous printed material: Scan 43	folder	03823_0070_0043.tif																		For copyright information or permissions questions, see our intellectual property statement 																																	2012-02-01	2012-02-01	3737	3668.jp2
North Carolina Commission on Interracial Cooperation Records, 1922-1949	03823	Series 3. Other Materials, 1922-1949.	Folder 71: Miscellaneous printed material: Scan 36	folder	03823_0071_0036.tif																		For copyright information or permissions questions, see our intellectual property statement 																																	2012-02-01	2012-02-01	3738	4142.jp2
North Carolina Commission on Interracial Cooperation Records, 1922-1949	03823	Series 3. Other Materials, 1922-1949.	Folder 67: Miscellaneous printed material: Scan 104	folder	03823_0067_0104.tif																		For copyright information or permissions questions, see our intellectual property statement 																																	2012-02-01	2012-02-01	3739	4421.jp2
North Carolina Commission on Interracial Cooperation Records, 1922-1949	03823	Series 3. Other Materials, 1922-1949.	Folder 67: Miscellaneous printed material: Scan 6	folder	03823_0067_0006.tif																		For copyright information or permissions questions, see our intellectual property statement 																																	2012-02-01	2012-02-01	3740	3722.jp2
North Carolina Commission on Interracial Cooperation Records, 1922-1949	03823	Series 3. Other Materials, 1922-1949.	Folder 65: Printed material: CIC, 1926-1942 and undated: Scan 34	folder	03823_0065_0034.tif																		For copyright information or permissions questions, see our intellectual property statement 																																	2012-02-01	2012-02-01	3741	3905.jp2
North Carolina Commission on Interracial Cooperation Records, 1922-1949	03823	Series 3. Other Materials, 1922-1949.	Folder 65: Printed material: CIC, 1926-1942 and undated: Scan 44	folder	03823_0065_0044.tif																		For copyright information or permissions questions, see our intellectual property statement 																																	2012-02-01	2012-02-01	3742	3706.jp2
North Carolina Commission on Interracial Cooperation Records, 1922-1949	03823	Series 3. Other Materials, 1922-1949.	Folder 71: Miscellaneous printed material: Scan 136	folder	03823_0071_0136.tif																		For copyright information or permissions questions, see our intellectual property statement 																																	2012-02-01	2012-02-01	3743	4240.jp2
North Carolina Commission on Interracial Cooperation Records, 1922-1949	03823	Series 3. Other Materials, 1922-1949.	Folder 65: Printed material: CIC, 1926-1942 and undated: Scan 57	folder	03823_0065_0057.tif																		For copyright information or permissions questions, see our intellectual property statement 																																	2012-02-01	2012-02-01	3744	3669.jp2
North Carolina Commission on Interracial Cooperation Records, 1922-1949	03823	Series 3. Other Materials, 1922-1949.	Folder 65: Printed material: CIC, 1926-1942 and undated: Scan 161	folder	03823_0065_0161.tif																		For copyright information or permissions questions, see our intellectual property statement 																																	2012-02-01	2012-02-01	3745	4166.jp2
North Carolina Commission on Interracial Cooperation Records, 1922-1949	03823	Series 3. Other Materials, 1922-1949.	Folder 72: Miscellaneous printed material: Scan 80	folder	03823_0072_0080.tif																		For copyright information or permissions questions, see our intellectual property statement 																																	2012-02-01	2012-02-01	3746	3939.jp2
North Carolina Commission on Interracial Cooperation Records, 1922-1949	03823	Series 3. Other Materials, 1922-1949.	Folder 71: Miscellaneous printed material: Scan 4	folder	03823_0071_0004.tif																		For copyright information or permissions questions, see our intellectual property statement 																																	2012-02-01	2012-02-01	3747	4376.jp2
North Carolina Commission on Interracial Cooperation Records, 1922-1949	03823	Series 3. Other Materials, 1922-1949.	Folder 64: Printed material: CIC, 1926-1942 and undated: Scan 85	folder	03823_0064_0085.tif																		For copyright information or permissions questions, see our intellectual property statement 																																	2012-02-01	2012-02-01	3748	4217.jp2
North Carolina Commission on Interracial Cooperation Records, 1922-1949	03823	Series 3. Other Materials, 1922-1949.	Folder 64: Printed material: CIC, 1926-1942 and undated: Scan 113	folder	03823_0064_0113.tif																		For copyright information or permissions questions, see our intellectual property statement 																																	2012-02-01	2012-02-01	3749	4599.jp2
North Carolina Commission on Interracial Cooperation Records, 1922-1949	03823	Series 3. Other Materials, 1922-1949.	Folder 69: Miscellaneous printed material: Scan 27	folder	03823_0069_0027.tif																		For copyright information or permissions questions, see our intellectual property statement 																																	2012-02-01	2012-02-01	3750	3794.jp2
North Carolina Commission on Interracial Cooperation Records, 1922-1949	03823	Series 3. Other Materials, 1922-1949.	Folder 64: Printed material: CIC, 1926-1942 and undated: Scan 8	folder	03823_0064_0008.tif																		For copyright information or permissions questions, see our intellectual property statement 																																	2012-02-01	2012-02-01	3751	3981.jp2
North Carolina Commission on Interracial Cooperation Records, 1922-1949	03823	Series 3. Other Materials, 1922-1949.	Folder 65: Printed material: CIC, 1926-1942 and undated: Scan 52	folder	03823_0065_0052.tif																		For copyright information or permissions questions, see our intellectual property statement 																																	2012-02-01	2012-02-01	3752	3931.jp2
North Carolina Commission on Interracial Cooperation Records, 1922-1949	03823	Series 3. Other Materials, 1922-1949.	Folder 68: Miscellaneous printed material: Scan 34	folder	03823_0068_0034.tif																		For copyright information or permissions questions, see our intellectual property statement 																																	2012-02-01	2012-02-01	3753	3960.jp2
North Carolina Commission on Interracial Cooperation Records, 1922-1949	03823	Series 3. Other Materials, 1922-1949.	Folder 71: Miscellaneous printed material: Scan 57	folder	03823_0071_0057.tif																		For copyright information or permissions questions, see our intellectual property statement 																																	2012-02-01	2012-02-01	3754	3928.jp2
North Carolina Commission on Interracial Cooperation Records, 1922-1949	03823	Series 3. Other Materials, 1922-1949.	Folder 65: Printed material: CIC, 1926-1942 and undated: Scan 113	folder	03823_0065_0113.tif																		For copyright information or permissions questions, see our intellectual property statement 																																	2012-02-01	2012-02-01	3755	4443.jp2
